reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9534d9ce-89fc-4ee6-b571-32a53e5f0c2f,prakash Pant,https://play-lh.googleusercontent.com/a-/ALV-UjWR7iZxzMO10N8ZtL7eCe_WB4sxqP0u_P70XlxCtw0j-a3v993W,very nice,5,0,28.0,2026-06-16 17:19:00,"Hi, We can’t thank you enough for the kind words about product & service. Your review means a lot to us and lets us know we’re on the right track! Looking forward to seeing you again soon and thanks again!",2026-06-16 17:25:23,28.0
3d946812-49d6-46bb-87cb-60735a256df0,ʀᴜᴛʙᴇ ᴋᴀ ᴘᴜʀᴀ Guroor,https://play-lh.googleusercontent.com/a-/ALV-UjUYIwZENtIigjO-12Ue3JcxB05coVTAxLLBh5tYrEcFKw75j7cYGg,"if uh pay.. by upi the your order to deliver next day, otherwise if u selected COD then your order to be delivered A month. seriously this app now not working good.. customer not satisfied",1,0,28.1,2026-06-16 17:18:50,"Hi, Thanks so much for bringing this issue to our attention and please let me apologize for the unacceptable way in which you’ve been treated. Keeping our customers happy is our number one priority and we’d like to ask you for another chance to retain you as a customer.",2026-06-16 17:25:22,28.1
43c7e286-4599-47d7-9fc3-f7eaf8119819,Neha Sarkar,https://play-lh.googleusercontent.com/a/ACg8ocI-pfC6ae3VdJFUGRxyhD-mhx6ISlXrwIsBjA6HW7ugFY0vHw=mo,very good,5,0,28.1,2026-06-16 17:16:06,"Hi, Thanks so much for your feedback! We’re really glad you enjoyed our product & service; we’ve found it’s a definite customer favorite! Thanks again for the review and for being such a great customer.",2026-06-16 17:25:15,28.1
49a82007-2195-4b2c-8863-2e9e187bac12,Siga charan,https://play-lh.googleusercontent.com/a-/ALV-UjWQ7ocSjAZ84Y5dxST1t-o5jdm-KfidqKb9osxyuIqdVzbAgN63,it's oka very good👍💯,5,0,,2026-06-16 17:14:51,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 17:25:32,
4533a041-8016-477c-815d-78dfea56cc44,Banu Pingua,https://play-lh.googleusercontent.com/a-/ALV-UjXk1Oadh0YnPnkx5RF6s-yguRP7lnRh7SH5yAD_-E84mv6kPgA,nic,5,0,28.0,2026-06-16 17:12:56,"Hi, We can’t thank you enough for the kind words about product & service. Your review means a lot to us and lets us know we’re on the right track! Looking forward to seeing you again soon and thanks again!",2026-06-16 17:25:25,28.0
5a928bcd-2dd5-45a9-be9f-5043ee576e10,Bharti Kumari,https://play-lh.googleusercontent.com/a/ACg8ocJwhkLb1xSY3hQ7o_CER4_nfF0INCXnL3SdTtmzwHeUhpk2Jg=mo,Ok,5,0,28.0,2026-06-16 17:11:51,"Hi, Thanks so much for your feedback! We’re really glad you enjoyed our product & service; we’ve found it’s a definite customer favorite! Thanks again for the review and for being such a great customer.",2026-06-16 17:25:19,28.0
38277149-caf0-40c3-a71c-2823dc1e50a4,Najeema Najee,https://play-lh.googleusercontent.com/a/ACg8ocK7KBalr0wKmDr8cf_D99efETuhfdV8u67LFgrB7GQupHcUiw=mo,very delayed product delivery. I ordered a product on 26th may and today is June 16 and I didn't get my product yet.,1,0,27.9,2026-06-16 17:10:44,"Hi, Thanks so much for bringing this issue to our attention and please let me apologize for the unacceptable way in which you’ve been treated. Keeping our customers happy is our number one priority and we’d like to ask you for another chance to retain you as a customer.",2026-06-16 17:25:09,27.9
35bbb13c-c71f-4a5a-b666-d9673c131e45,Jaymod Yadav,https://play-lh.googleusercontent.com/a/ACg8ocKGCkK8kmBn0J1EWAlgI5Ydm5JBBHO6fyP9sSNuF4a-OeTtKw=mo,best shopping app for everyone 👍👍,5,0,27.9,2026-06-16 17:09:04,"Hi, Wow, we were blown away by your positive words, we really appreciate the time you took to write such a detailed review! Thanks again!",2026-06-16 17:25:11,27.9
ec6bcc8d-478f-4b6a-9a70-1083ca430421,pratik mini short,https://play-lh.googleusercontent.com/a-/ALV-UjV32JH7eZ16wMZb0eJdlAN1aZxTPoMW21syRlo5NR-rXtQbfN8,i like meesho for online shopping 😍,5,0,28.0,2026-06-16 17:08:42,"Hi, We’d just like to thank you for taking the time to write this review of our product and service. Every bit of feedback like this does so much to help us out! Looking forward to seeing you again soon! We’re very grateful for customers like you and hope you stick with us for years to come! Thanks again!",2026-06-16 17:25:06,28.0
b3c556c2-5d84-4d06-816e-4d29302825c8,Deepak Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjW2-Xzab1einhgAzi_FlfTnGZp_XPzrP6idlVOLferW1_lYg4g,"Very poor experience, without delivery attempt, mentioned delivery failed. This is very disappointing. I have requested for call back but they can't hear.",1,0,28.0,2026-06-16 17:08:06,"Hi, thank you so much for bringing this issue to our attention and please accept our apology for the unfortunate situation. Please open this https://bit.ly/3BqCWC2 and share your details, so that our team can get back to you. Customer satisfaction is our number one priority and we request you to provide us another chance.",2026-06-16 17:25:12,28.0
